Contestant,Est_Fan_Share,Fan_Share_Std,Valid_Simulations,Season,Week,Rule_Used
Lil' Kim,0.07387190311892619,0.07532031099331982,465,8,2,percent
Steve-O,0.10872671265261054,0.0839948722690827,465,8,2,percent
Holly Madison,0.08325849613692286,0.08051662677084646,465,8,2,percent
Melissa Rycroft,0.07903508465011627,0.07864725291933466,465,8,2,percent
Gilles Marini,0.08059329081983807,0.07925921541492308,724,8,3,percent
Denise Richards,0.031940806436768256,0.005358738373119961,724,8,3,percent
David Alan Grier,0.07962177872408284,0.0829381080230204,724,8,3,percent
Lawrence Taylor,0.07762719639127073,0.07660832797412495,724,8,3,percent
Ty Murray,0.08479403493981748,0.08703068536402901,724,8,3,percent
Shawn Johnson,0.07615839149132378,0.07516249800009718,724,8,3,percent
Steve Wozniak,0.13908395489447778,0.09366303254180443,724,8,3,percent
Chuck Wicks,0.08103873646169317,0.07769636368496037,724,8,3,percent
Lil' Kim,0.0790830435148146,0.07548515331745935,724,8,3,percent
Steve-O,0.1024152299698629,0.08744284651618922,724,8,3,percent
Holly Madison,0.08978263434452406,0.08137908163275462,724,8,3,percent
Melissa Rycroft,0.07786090201152879,0.07618733413696456,724,8,3,percent
Gilles Marini,0.09438029119334299,0.08776238709058329,3352,8,4,percent
David Alan Grier,0.09412612446122101,0.08688713602854463,3352,8,4,percent
Lawrence Taylor,0.09500520728364521,0.0874944829574788,3352,8,4,percent
Ty Murray,0.0935487067122539,0.08783580094841303,3352,8,4,percent
Shawn Johnson,0.09192681013085433,0.08497519199709075,3352,8,4,percent
Steve Wozniak,0.0673382645126747,0.06811227114817066,3352,8,4,percent
Chuck Wicks,0.09335863137948566,0.08731676412056087,3352,8,4,percent
Lil' Kim,0.09291809210395961,0.08577281430906868,3352,8,4,percent
Steve-O,0.10512253217820189,0.08976213055993428,3352,8,4,percent
Holly Madison,0.08133016111317624,0.08023514451879861,3352,8,4,percent
Melissa Rycroft,0.09094517893118392,0.08407959329848624,3352,8,4,percent
Gilles Marini,0.11089500363707212,0.09713150171003936,603,8,5,percent
David Alan Grier,0.042014177487742665,0.004200443458603475,603,8,5,percent
Lawrence Taylor,0.13857630070994387,0.101259887701299,603,8,5,percent
Ty Murray,0.11677061459430281,0.09499896468484745,603,8,5,percent
Shawn Johnson,0.10559071663704175,0.0869807618573382,603,8,5,percent
Chuck Wicks,0.12297608604473743,0.10053907764192245,603,8,5,percent
Lil' Kim,0.10186524710342681,0.08830610889664937,603,8,5,percent
Steve-O,0.15039265727750606,0.10294903725348584,603,8,5,percent
Melissa Rycroft,0.11091919650822399,0.09552404261031146,603,8,5,percent
Gilles Marini,0.1315136081366125,0.10395974885824343,2256,8,6,percent
Lawrence Taylor,0.1339355333749608,0.10590295985077251,2256,8,6,percent
Ty Murray,0.15561267680015345,0.11062839184334945,2256,8,6,percent
Shawn Johnson,0.1294233045358385,0.10190920632490276,2256,8,6,percent
Chuck Wicks,0.1324160539044369,0.10308654990798444,2256,8,6,percent
Lil' Kim,0.1316102987545938,0.1043754071544419,2256,8,6,percent
Steve-O,0.058300947801045604,0.012125714469877421,2256,8,6,percent
Melissa Rycroft,0.12718757669235728,0.09915743996765278,2256,8,6,percent
Gilles Marini,0.15784938367841522,0.11477550937698464,2078,8,7,percent
Lawrence Taylor,0.06572903768634006,0.010095395509278677,2078,8,7,percent
Ty Murray,0.16300285203951326,0.11155931037660144,2078,8,7,percent
Shawn Johnson,0.15682019247510554,0.1124198746692338,2078,8,7,percent
Chuck Wicks,0.1548656571843201,0.11157169920446931,2078,8,7,percent
Lil' Kim,0.1526459803211921,0.10973673320235555,2078,8,7,percent
Melissa Rycroft,0.14908689661511404,0.11005789018515275,2078,8,7,percent
Gilles Marini,0.18524015666872887,0.11570232611404827,825,8,8,percent
Ty Murray,0.19157287157287226,0.12389977677036358,825,8,8,percent
Shawn Johnson,0.1863945578231301,0.11878387605921077,825,8,8,percent
Chuck Wicks,0.07055040197897289,0.005287970994537956,825,8,8,percent
Lil' Kim,0.15399711399711366,0.11005373263136367,825,8,8,percent
Melissa Rycroft,0.2122448979591842,0.11822153530864721,825,8,8,percent
Gilles Marini,0.21129705211297198,0.12495845945736272,803,8,9,percent
Ty Murray,0.26342820263428296,0.12313605488210885,803,8,9,percent
Shawn Johnson,0.22038705220387206,0.12864980499268386,803,8,9,percent
Lil' Kim,0.08759124087591079,1.6237011735142914e-15,803,8,9,percent
Melissa Rycroft,0.2172964521729663,0.12609399642676894,803,8,9,percent
Gilles Marini,0.2461883967560871,0.13620882994531408,1603,8,10,percent
Ty Murray,0.12973175296319545,0.01716284075528062,1603,8,10,percent
Shawn Johnson,0.31261384903307027,0.13576002637528042,1603,8,10,percent
Melissa Rycroft,0.3114660012476685,0.1361773248966663,1603,8,10,percent
Ashley Hamiliton,0.048068537220353216,0.05684236601162928,2446,9,1,percent
Debi Mazar,0.0654339798230609,0.0683872121001323,2446,9,1,percent
Melissa Joan Hart,0.06814317786112163,0.07250644015534669,2446,9,1,percent
Mark Dacascos,0.0679129901481561,0.07061295900865644,2446,9,1,percent
Chuck Liddell,0.07021104413867717,0.07454480062769045,2446,9,1,percent
Natalie Coughlin,0.06603742106772503,0.07101389762790553,2446,9,1,percent
Louie Vito,0.06657458818526199,0.07178898554600727,2446,9,1,percent
Michael Irvin,0.07821033880472247,0.07647406939224397,2446,9,1,percent
Joanna Krupa,0.06826221657356156,0.07277068352658249,2446,9,1,percent
Kathy Ireland,0.07361472589660673,0.07466903839858084,2446,9,1,percent
Macy Gray,0.05286545608011128,0.063534114811693,2446,9,1,percent
Aaron Carter,0.06751996549620705,0.07115303649542506,2446,9,1,percent
Mya,0.07181813770111678,0.07701294371314137,2446,9,1,percent
Donny Osmond,0.06853155470826182,0.07358289877044247,2446,9,1,percent
Kelly Osbourne,0.06679586629505574,0.07094024973609157,2446,9,1,percent
Debi Mazar,0.07684686970662193,0.073155336332059,1228,9,2,percent
Melissa Joan Hart,0.08939301651287498,0.0859550077620835,1228,9,2,percent
Mark Dacascos,0.0780763171035513,0.07904879993851702,1228,9,2,percent
Chuck Liddell,0.08807416895870449,0.08529798543137389,1228,9,2,percent
Natalie Coughlin,0.07927005517377751,0.07788159408217726,1228,9,2,percent
Louie Vito,0.08525261981308774,0.08244597442872907,1228,9,2,percent
Michael Irvin,0.08325898017619299,0.08067770591498805,1228,9,2,percent
Joanna Krupa,0.07856864790725003,0.07855314330446708,1228,9,2,percent
Kathy Ireland,0.027102229942107533,0.0029678601178665504,1228,9,2,percent
Aaron Carter,0.07877279357951895,0.07778074670509276,1228,9,2,percent
Mya,0.07647924761357534,0.07369538849460097,1228,9,2,percent
Donny Osmond,0.07570936851428582,0.0759471844075676,1228,9,2,percent
Kelly Osbourne,0.08319568499845739,0.08010784159548498,1228,9,2,percent
Debi Mazar,0.030480812695464345,0.0035572146716430363,899,9,3,percent
Melissa Joan Hart,0.08345442563957808,0.08033546830186265,899,9,3,percent
Mark Dacascos,0.08997158892791231,0.085805519242858,899,9,3,percent
Chuck Liddell,0.1016863991317325,0.08885878611543604,899,9,3,percent
Natalie Coughlin,0.08133553388074428,0.07816288691838158,899,9,3,percent
Louie Vito,0.0853094192962864,0.0830527377783666,899,9,3,percent
Michael Irvin,0.11297758615711138,0.08803129406879805,899,9,3,percent
Joanna Krupa,0.08030607524646788,0.07777394041767052,899,9,3,percent
Aaron Carter,0.08520437988607653,0.08325716741950111,899,9,3,percent
Mya,0.08250918732768239,0.08206390727971559,899,9,3,percent
Donny Osmond,0.08101868288131354,0.07796503730740728,899,9,3,percent
Kelly Osbourne,0.08574590892962883,0.08257079246522359,899,9,3,percent
Melissa Joan Hart,0.09387448635973256,0.08910635672903959,1128,9,4,percent
Mark Dacascos,0.09070959560209296,0.08392706751430064,1128,9,4,percent
Chuck Liddell,0.035162526409037824,0.005524497699793676,1128,9,4,percent
Natalie Coughlin,0.09011478066508963,0.08479695440282946,1128,9,4,percent
Louie Vito,0.11704317734156547,0.09326379117374832,1128,9,4,percent
Michael Irvin,0.1098543740194976,0.09010083690977934,1128,9,4,percent
Joanna Krupa,0.09155870488562866,0.08457771164119991,1128,9,4,percent
Aaron Carter,0.09268093807375634,0.081755788953751,1128,9,4,percent
Mya,0.09766908710151134,0.09036484442287203,1128,9,4,percent
Donny Osmond,0.08990703069857611,0.08513926505384067,1128,9,4,percent
Kelly Osbourne,0.0914252988435135,0.08632286477930681,1128,9,4,percent
Melissa Joan Hart,0.11072996812584152,0.09647114304063692,950,9,5,percent
Mark Dacascos,0.09839074722438065,0.08599114559980123,950,9,5,percent
Natalie Coughlin,0.03677650296992984,0.0032941418044335068,950,9,5,percent
Louie Vito,0.11034305720947737,0.0894653544954034,950,9,5,percent
Michael Irvin,0.11800668858163466,0.09486947262496896,950,9,5,percent
Joanna Krupa,0.10528554824264237,0.09106947303034552,950,9,5,percent
Aaron Carter,0.10928885688003988,0.09347305314073044,950,9,5,percent
Mya,0.10108086908777109,0.08940686461124746,950,9,5,percent
Donny Osmond,0.10558617788204368,0.09444632140343336,950,9,5,percent
Kelly Osbourne,0.10451158379623288,0.09097133906639938,950,9,5,percent
Melissa Joan Hart,0.08836410526329427,0.08288559342434053,2180,9,6,percent
Mark Dacascos,0.1075458683423836,0.09080857265260718,2180,9,6,percent
Louie Vito,0.0876708520952675,0.0822500291170674,2180,9,6,percent
Michael Irvin,0.13803665349310015,0.09931510853016692,2180,9,6,percent
Joanna Krupa,0.11174714726385822,0.09818039104143776,2180,9,6,percent
Aaron Carter,0.10851406775015239,0.09316394614032156,2180,9,6,percent
Mya,0.1138326334740788,0.09837581134624321,2180,9,6,percent
Donny Osmond,0.11098485189708536,0.09369427325465622,2180,9,6,percent
Kelly Osbourne,0.13330382042079258,0.1022471047548763,2180,9,6,percent
Mark Dacascos,0.10713349340398494,0.09046037609849707,2928,9,7,percent
Michael Irvin,0.12622750104121172,0.103209630682516,2928,9,7,percent
Joanna Krupa,0.1546845755116988,0.11356407305046781,2928,9,7,percent
Aaron Carter,0.14983259068579496,0.10712922547222163,2928,9,7,percent
Mya,0.15779942996783528,0.11015081817250016,2928,9,7,percent
Donny Osmond,0.15121846884141957,0.11139895889337009,2928,9,7,percent
Kelly Osbourne,0.15310394054805354,0.11010986582038845,2928,9,7,percent
Joanna Krupa,0.23591659972759138,0.126527363106635,1254,9,8,percent
Aaron Carter,0.09221876855376547,0.00893972653180242,1254,9,8,percent
Mya,0.2016903572800642,0.12771864654150186,1254,9,8,percent
Donny Osmond,0.23513079314078617,0.12752028428871487,1254,9,8,percent
Kelly Osbourne,0.23504348129780755,0.12920689614651282,1254,9,8,percent
Joanna Krupa,0.12000000000000208,2.0539125955565396e-15,1232,9,9,percent
Mya,0.29071428571428987,0.1348380805920075,1232,9,9,percent
Donny Osmond,0.2942207792207835,0.13520682793953512,1232,9,9,percent
Kelly Osbourne,0.295064935064939,0.13781809370423243,1232,9,9,percent
Aiden Turner,0.08405413051031452,0.07023439408997849,94,10,2,percent
Shannen Doherty,0.03240848644157446,0.0027559484097018686,94,10,2,percent
Niecy Nash,0.07499243216974712,0.07726584921160687,94,10,2,percent
Buzz Aldrin,0.17760572913343975,0.09681756687587773,94,10,2,percent
Chad Ochocinco,0.1410864684653407,0.098613551274946,94,10,2,percent
Evan Lysacek,0.08067218091015772,0.07895806347855722,94,10,2,percent
Pamela Anderson,0.06488242095334583,0.06409059905499498,94,10,2,percent
Nicole Scherzinger,0.07546975828947466,0.07924898761791711,94,10,2,percent
Erin Andrews,0.07208234409316551,0.06785428502309783,94,10,2,percent
Kate Gosselin,0.1265844469460152,0.08842778179587579,94,10,2,percent
Jake Pavelka,0.0701616020874249,0.06359582559341265,94,10,2,percent
Aiden Turner,0.10533816781919016,0.09230252350333129,2459,10,3,percent
Niecy Nash,0.10528119774241983,0.09237503511990383,2459,10,3,percent
Buzz Aldrin,0.045241183150587054,0.01030625111769424,2459,10,3,percent
Chad Ochocinco,0.10396961875062613,0.09102176573665151,2459,10,3,percent
Evan Lysacek,0.10434069560463724,0.09211376539917564,2459,10,3,percent
Pamela Anderson,0.10302537003139206,0.0917560167579195,2459,10,3,percent
Nicole Scherzinger,0.10279721424038091,0.09064186551676588,2459,10,3,percent
Erin Andrews,0.1051734835257027,0.09116616411052875,2459,10,3,percent
Kate Gosselin,0.12094659143457612,0.09903337866351937,2459,10,3,percent
Jake Pavelka,0.10388647770048466,0.09154000281162439,2459,10,3,percent
Aiden Turner,0.04507198095730539,0.006385940282545619,1537,10,4,percent
Niecy Nash,0.12332064739100777,0.09669045545504913,1537,10,4,percent
Chad Ochocinco,0.11609503568999387,0.09834990879271864,1537,10,4,percent
Evan Lysacek,0.11741753627932874,0.09779503398745848,1537,10,4,percent
Pamela Anderson,0.11176859424785791,0.09291308836009327,1537,10,4,percent
Nicole Scherzinger,0.11861783493027968,0.09836984991519473,1537,10,4,percent
Erin Andrews,0.11665968348146573,0.09716643323511097,1537,10,4,percent
Kate Gosselin,0.1335554019690862,0.1020080894169117,1537,10,4,percent
Jake Pavelka,0.11749328505368185,0.09641835323675518,1537,10,4,percent
Niecy Nash,0.14049501225090646,0.10594894861553698,2213,10,5,percent
Chad Ochocinco,0.14010786023495503,0.10440667116366197,2213,10,5,percent
Evan Lysacek,0.13312902949342267,0.1037853611832629,2213,10,5,percent
Pamela Anderson,0.13249881884986953,0.10186523698595808,2213,10,5,percent
Nicole Scherzinger,0.132612826805487,0.10440595323138231,2213,10,5,percent
Erin Andrews,0.13440607694072335,0.10674956126165926,2213,10,5,percent
Kate Gosselin,0.05659762653645992,0.010124686507094369,2213,10,5,percent
Jake Pavelka,0.13015274888817494,0.10326538433578346,2213,10,5,percent
Niecy Nash,0.17457857297919505,0.11271941097809476,1637,10,6,percent
Chad Ochocinco,0.14928818366370417,0.10966179306107679,1637,10,6,percent
Evan Lysacek,0.16577167240798063,0.11346554328066465,1637,10,6,percent
Pamela Anderson,0.15216809624539915,0.11080369679428384,1637,10,6,percent
Nicole Scherzinger,0.14937569172033544,0.11140395061191537,1637,10,6,percent
Erin Andrews,0.14589331982567977,0.10742766619633302,1637,10,6,percent
Jake Pavelka,0.06292446315770629,0.008956186175394227,1637,10,6,percent
Niecy Nash,0.19018113269404205,0.12071841202888087,830,10,7,percent
Chad Ochocinco,0.18122285058601798,0.11401122874687464,830,10,7,percent
Evan Lysacek,0.1851405622489968,0.1192022825657575,830,10,7,percent
Pamela Anderson,0.0680272108843529,8.465450562766819e-16,830,10,7,percent
Nicole Scherzinger,0.18621424473403908,0.11846938072327044,830,10,7,percent
Erin Andrews,0.18921399885255386,0.11938433454643613,830,10,7,percent
Niecy Nash,0.10148461001793214,0.017213077390240625,1946,10,8,percent
Chad Ochocinco,0.25378654323674593,0.1287176425085484,1946,10,8,percent
Evan Lysacek,0.21782657294394583,0.12928396069704165,1946,10,8,percent
Nicole Scherzinger,0.21040727376389376,0.13070973864524177,1946,10,8,percent
Erin Andrews,0.21649500003751604,0.12949325948082827,1946,10,8,percent
Chad Ochocinco,0.1200000000000022,2.1788126858268697e-15,1294,10,9,percent
Evan Lysacek,0.2927357032457543,0.13609171494527655,1294,10,9,percent
Nicole Scherzinger,0.294034003091195,0.13650852316372114,1294,10,9,percent
Erin Andrews,0.293230293663065,0.1353154690956484,1294,10,9,percent
David Hasselhoff,0.030797695219195124,0.004100599136371006,1199,11,1,percent
Florence Henderson,0.08766326324936068,0.08581265434046899,1199,11,1,percent
Kyle Massey,0.08730011318007407,0.0813612091211402,1199,11,1,percent
Jennifer Grey,0.08541259573144294,0.08236719249006186,1199,11,1,percent
Rick Fox,0.08272947373373918,0.08042364654562924,1199,11,1,percent
Kurt Warner,0.08009908630356591,0.07790630607132168,1199,11,1,percent
Margaret Cho,0.1027637906638749,0.08973578419239787,1199,11,1,percent
Michael Bolton,0.09092672727208667,0.08477610990491291,1199,11,1,percent
Brandy,0.08420551806021204,0.08097200623377704,1199,11,1,percent
The Situation,0.09660008055716558,0.08356993251152066,1199,11,1,percent
Audrina Patridge,0.08573850486050455,0.08313634536161606,1199,11,1,percent
Bristol Palin,0.08576315116877095,0.08204762242298001,1199,11,1,percent
Florence Henderson,0.09652246922904735,0.08969277720829112,2903,11,2,percent
Kyle Massey,0.09765066386377741,0.08862300125167046,2903,11,2,percent
Jennifer Grey,0.09586278444580393,0.08848925511899382,2903,11,2,percent
Rick Fox,0.09305221502255819,0.08536398373883404,2903,11,2,percent
Kurt Warner,0.09244351927412886,0.08461743869027294,2903,11,2,percent
Margaret Cho,0.09739664456597272,0.08892509213294914,2903,11,2,percent
Michael Bolton,0.041868338806337835,0.010091320788366696,2903,11,2,percent
Brandy,0.09553878947718837,0.0862774618306129,2903,11,2,percent
The Situation,0.10043456805051283,0.09127369100990543,2903,11,2,percent
Audrina Patridge,0.09306565463095938,0.0847702559359426,2903,11,2,percent
Bristol Palin,0.09616435263371242,0.0899316455718842,2903,11,2,percent
Florence Henderson,0.11099130169182186,0.09462686558628264,1627,11,3,percent
Kyle Massey,0.09974629622212232,0.08674194592923563,1627,11,3,percent
Jennifer Grey,0.1026070942294647,0.09003769804887315,1627,11,3,percent
Rick Fox,0.10082599661400717,0.08863230860244552,1627,11,3,percent
Kurt Warner,0.104525839905063,0.09099806736301257,1627,11,3,percent
Margaret Cho,0.03973740447387011,0.00576604337154182,1627,11,3,percent
Brandy,0.10429201307331781,0.09143510828373749,1627,11,3,percent
The Situation,0.11202703464525854,0.09580827789518759,1627,11,3,percent
Audrina Patridge,0.10868592568153855,0.09524591371574893,1627,11,3,percent
Bristol Palin,0.11656109346353233,0.09481744501522325,1627,11,3,percent
Florence Henderson,0.12613960379773012,0.10154383649827933,1962,11,4,percent
Kyle Massey,0.1180506492483304,0.09751717934949582,1962,11,4,percent
Jennifer Grey,0.11820993890226708,0.10069666545239743,1962,11,4,percent
Rick Fox,0.11325580188256482,0.09399437939119379,1962,11,4,percent
Kurt Warner,0.12066727494152253,0.09658409134546721,1962,11,4,percent
Brandy,0.11557372372739659,0.09581649923325154,1962,11,4,percent
The Situation,0.04760522876153416,0.007987676390525639,1962,11,4,percent
Audrina Patridge,0.1133799162628316,0.09564375139871541,1962,11,4,percent
Bristol Palin,0.12711786247583476,0.1001763306395931,1962,11,4,percent
Florence Henderson,0.051294553221547794,0.005757668784357102,1043,11,5,percent
Kyle Massey,0.13985483600701978,0.10206270420570976,1043,11,5,percent
Jennifer Grey,0.13060853723528262,0.1046470368395582,1043,11,5,percent
Rick Fox,0.1259650197025076,0.10183345783016103,1043,11,5,percent
Kurt Warner,0.12267125936882269,0.09912410515988587,1043,11,5,percent
Brandy,0.12486220003704082,0.10115781924493097,1043,11,5,percent
Audrina Patridge,0.1326340129575014,0.10297030024970269,1043,11,5,percent
Bristol Palin,0.172109581470277,0.10666651950078772,1043,11,5,percent
Kyle Massey,0.16489294862500609,0.11389061305424068,95,11,6,percent
Jennifer Grey,0.18153786670533098,0.12300408655021322,95,11,6,percent
Rick Fox,0.13410661640326718,0.08107498460951261,95,11,6,percent
Kurt Warner,0.23208158136387802,0.10522733686421859,95,11,6,percent
Brandy,0.060606060606060684,0.004498603751667918,95,11,6,percent
Audrina Patridge,0.05876951331496792,0.004498603751667913,95,11,6,percent
Bristol Palin,0.16800541298148974,0.10835169590647155,95,11,6,percent
Kyle Massey,0.18373002407613967,0.11245926854682227,842,11,7,percent
Jennifer Grey,0.18570135892837,0.1190027539445771,842,11,7,percent
Rick Fox,0.06802721088435289,8.604228440844963e-16,842,11,7,percent
Kurt Warner,0.18180716467109495,0.11479136269583784,842,11,7,percent
Brandy,0.19234249519285235,0.12318369774162877,842,11,7,percent
Bristol Palin,0.18839174624719324,0.1220283487468424,842,11,7,percent
Kyle Massey,0.2211645000042355,0.13010487215783978,1726,11,8,percent
Jennifer Grey,0.2167536432915288,0.1284097053324528,1726,11,8,percent
Kurt Warner,0.09697964154917289,0.01083712826357137,1726,11,8,percent
Brandy,0.22184959951282404,0.13234918232837267,1726,11,8,percent
Bristol Palin,0.24325261564226866,0.12644672074667723,1726,11,8,percent
Kyle Massey,0.2933773740710199,0.1364867865040953,1211,11,9,percent
Jennifer Grey,0.29146160198183685,0.13545687734073567,1211,11,9,percent
Brandy,0.12000000000000204,2.0122792321330962e-15,1211,11,9,percent
Bristol Palin,0.2951610239471549,0.1359507719239958,1211,11,9,percent
Ralph Macchio,0.09467424483305509,0.08707971941732907,1128,12,2,percent
Chelsea Kane,0.09804656784812962,0.08548316115099418,1128,12,2,percent
Kirstie Alley,0.0932896051265876,0.089035871710266,1128,12,2,percent
Hines Ward,0.08912727730690462,0.08223701247203745,1128,12,2,percent
Sugar Ray Leonard,0.10680877243057921,0.09143513062825577,1128,12,2,percent
Chris Jericho,0.09120337905209344,0.0849361249844787,1128,12,2,percent
Petra Nemcova,0.09413814253378171,0.08555627966627416,1128,12,2,percent
Mike Catherwood,0.03353701026945891,0.0038351764756068764,1128,12,2,percent
Romeo,0.09841876403373968,0.09171136118189734,1128,12,2,percent
Wendy Williams,0.10432198934005601,0.08684103584666052,1128,12,2,percent
Kendra Wilkinson,0.09643424722561621,0.08715780941017796,1128,12,2,percent
Ralph Macchio,0.10457622296184006,0.09157241104924455,2498,12,3,percent
Chelsea Kane,0.10621818142767799,0.09257341989901392,2498,12,3,percent
Kirstie Alley,0.10507628430342136,0.09123927486354856,2498,12,3,percent
Hines Ward,0.10848781992671738,0.09579203831237662,2498,12,3,percent
Sugar Ray Leonard,0.10061819947761494,0.08656152540595191,2498,12,3,percent
Chris Jericho,0.11159964416459266,0.09741079319552357,2498,12,3,percent
Petra Nemcova,0.10422780712037412,0.09089663819020258,2498,12,3,percent
Romeo,0.10841921064286696,0.09388454295295344,2498,12,3,percent
Wendy Williams,0.044704616151937576,0.008838493962680993,2498,12,3,percent
Kendra Wilkinson,0.10607201382295331,0.09263750424130969,2498,12,3,percent
Ralph Macchio,0.11595960526271905,0.10138786990079937,926,12,4,percent
Chelsea Kane,0.1072122898985584,0.09124954102111868,926,12,4,percent
Kirstie Alley,0.12209628363690758,0.09432564820245781,926,12,4,percent
Hines Ward,0.1138385573844789,0.09727761077648182,926,12,4,percent
Sugar Ray Leonard,0.043019310594302404,0.004223968856664346,926,12,4,percent
Chris Jericho,0.11365587035825708,0.09280820163582795,926,12,4,percent
Petra Nemcova,0.11207152242521087,0.09105555983913824,926,12,4,percent
Romeo,0.12210597847080319,0.1018700835586856,926,12,4,percent
Kendra Wilkinson,0.15004058196876058,0.10282535006484164,926,12,4,percent
Ralph Macchio,0.1462024865600564,0.10412877756233321,1156,12,5,percent
Chelsea Kane,0.1292261745078337,0.10324384078761864,1156,12,5,percent
Kirstie Alley,0.14509606888283638,0.1052107510595406,1156,12,5,percent
Hines Ward,0.1287176770685088,0.10349797905510129,1156,12,5,percent
Chris Jericho,0.1262907574717298,0.10159974274579142,1156,12,5,percent
Petra Nemcova,0.05053903759849754,0.005550629105174648,1156,12,5,percent
Romeo,0.1300381789880675,0.10379291746402683,1156,12,5,percent
Kendra Wilkinson,0.14388961892247065,0.10274146012154454,1156,12,5,percent
Ralph Macchio,0.163018923197395,0.11222584394738909,1793,12,6,percent
Chelsea Kane,0.15260243258012346,0.10744790058723148,1793,12,6,percent
Kirstie Alley,0.15179631840383231,0.11016065926289509,1793,12,6,percent
Hines Ward,0.1606185056978543,0.11650561423352783,1793,12,6,percent
Chris Jericho,0.06324052777432153,0.008161425899668477,1793,12,6,percent
Romeo,0.1537501466011329,0.11275497677560053,1793,12,6,percent
Kendra Wilkinson,0.15497314574534074,0.10901982749871783,1793,12,6,percent
Ralph Macchio,0.1921426862202176,0.12194829922422272,796,12,7,percent
Chelsea Kane,0.19453560318599866,0.12287543710455547,796,12,7,percent
Kirstie Alley,0.18510921956722437,0.11460460545477708,796,12,7,percent
Hines Ward,0.18552798003623608,0.1172284947500805,796,12,7,percent
Romeo,0.17465730010597239,0.1141619540674543,796,12,7,percent
Kendra Wilkinson,0.06802721088435291,8.326672684688674e-16,796,12,7,percent
Ralph Macchio,0.26433649063292186,0.12314423917058807,766,12,8,percent
Chelsea Kane,0.21388004802653043,0.12420730220912743,766,12,8,percent
Kirstie Alley,0.21621467096110372,0.12825421015921828,766,12,8,percent
Hines Ward,0.21797754950353668,0.12702001694758688,766,12,8,percent
Romeo,0.08759124087591086,1.5543122344752192e-15,766,12,8,percent
Ralph Macchio,0.1363601532567068,0.01966599897501558,2088,12,9,percent
Chelsea Kane,0.270019157088129,0.14355369193529954,2088,12,9,percent
Kirstie Alley,0.32306513409962384,0.13283740951533243,2088,12,9,percent
Hines Ward,0.270555555555562,0.14242184715051323,2088,12,9,percent
Elisabetta Canalis,0.09326504310258217,0.08507914936048118,1760,13,1,percent
David Arquette,0.08948325646697156,0.0839522404056895,1760,13,1,percent
Ricki Lake,0.0849237725777313,0.07925237750489304,1760,13,1,percent
J.R. Martinez,0.08510396774149144,0.08123195051875225,1760,13,1,percent
Metta World Peace (Ron),0.0320067126843237,0.004645075354735407,1760,13,1,percent
Hope Solo,0.08907950991882455,0.08540102576243475,1760,13,1,percent
Chynna Phillips,0.08678484693483854,0.08142933593920902,1760,13,1,percent
Kristin Cavallari,0.0876465947532889,0.08610974092795359,1760,13,1,percent
Carson Kressley,0.08856639525654844,0.0848722732804835,1760,13,1,percent
Chaz Bono,0.08503236788902412,0.08217187642901799,1760,13,1,percent
Nancy Grace,0.09014786690564915,0.0842453808972441,1760,13,1,percent
Rob Kardashian,0.08795966576871744,0.0816154691879729,1760,13,1,percent
Elisabetta Canalis,0.031212514116791965,0.0016928966921972606,130,13,2,percent
David Arquette,0.1261604255667164,0.09320838844195639,130,13,2,percent
Ricki Lake,0.07576019326565851,0.07544069133980641,130,13,2,percent
J.R. Martinez,0.06446381920214513,0.053232986569031776,130,13,2,percent
Hope Solo,0.11132587115193943,0.09911238583908451,130,13,2,percent
Chynna Phillips,0.08340949585708347,0.07779627774402706,130,13,2,percent
Kristin Cavallari,0.07936490287555265,0.08336892503184654,130,13,2,percent
Carson Kressley,0.1163414788792578,0.08812259731805963,130,13,2,percent
Chaz Bono,0.1384841437068744,0.09643710006620662,130,13,2,percent
Nancy Grace,0.08897902398637081,0.08039083092115246,130,13,2,percent
Rob Kardashian,0.08449813139161026,0.08406895369382378,130,13,2,percent
David Arquette,0.09412859475609502,0.07885114972851313,266,13,3,percent
Ricki Lake,0.08755868807637586,0.08408142361863359,266,13,3,percent
J.R. Martinez,0.10225553723082947,0.09619262581770573,266,13,3,percent
Hope Solo,0.1019748938801414,0.09097901447819612,266,13,3,percent
Chynna Phillips,0.09134355330135396,0.08973821980689373,266,13,3,percent
Kristin Cavallari,0.035735423099138006,0.002275875416982542,266,13,3,percent
Carson Kressley,0.09749733363350135,0.08049249857534918,266,13,3,percent
Chaz Bono,0.16238706779141324,0.10295508439676854,266,13,3,percent
Nancy Grace,0.12982225242010328,0.09381545741796839,266,13,3,percent
Rob Kardashian,0.09729665581104911,0.0818282571590057,266,13,3,percent
David Arquette,0.1207828439313082,0.10099225452317818,1051,13,4,percent
Ricki Lake,0.11659510029857512,0.09799343247571476,1051,13,4,percent
J.R. Martinez,0.11654585156859867,0.09862626630882677,1051,13,4,percent
Hope Solo,0.11260234960485555,0.09457323716616767,1051,13,4,percent
Chynna Phillips,0.04264085837466628,0.004275351846628235,1051,13,4,percent
Carson Kressley,0.126762226998207,0.09669550934921715,1051,13,4,percent
Chaz Bono,0.12182053736103376,0.09415742685282136,1051,13,4,percent
Nancy Grace,0.12610958122697122,0.09815673566002944,1051,13,4,percent
Rob Kardashian,0.11614065063578212,0.09742035911133706,1051,13,4,percent
David Arquette,0.12983311296435437,0.10228871508131178,1934,13,5,percent
