Contestant,Est_Fan_Share,Fan_Share_Std,Valid_Simulations,IsFinalWeek,Season,Week,Rule_Used
Susan Lucci,0.11612391411431348,0.09451459307510737,4128,False,7,4,percent
Cody Linley,0.1182038357902714,0.09854291714566646,4128,False,7,4,percent
Maurice Greene,0.12885238642035518,0.10100336518595711,4128,False,7,4,percent
Warren Sapp,0.11674705129501742,0.09734868167599682,4128,False,7,4,percent
Toni Braxton,0.11851669564536715,0.0983603881279201,4128,False,7,4,percent
Lance Bass,0.11774737370343515,0.09728473018969341,4128,False,7,4,percent
Rocco DiSpirito,0.047269464388820896,0.00716659761697593,4128,False,7,4,percent
Brooke Burke,0.11519569864762515,0.09536869778286709,4128,False,7,4,percent
Cloris Leachman,0.14510254059123046,0.10464608852787136,2356,False,7,5,percent
Susan Lucci,0.14570639858941117,0.1030683294961387,2356,False,7,5,percent
Cody Linley,0.12253334790921627,0.10018408465406448,2356,False,7,5,percent
Maurice Greene,0.12880432398022743,0.10384113862737114,2356,False,7,5,percent
Warren Sapp,0.130526657876517,0.1039531158669163,2356,False,7,5,percent
Toni Braxton,0.05080624710434492,0.006355911440704836,2356,False,7,5,percent
Lance Bass,0.14618792328623642,0.10436087947755761,2356,False,7,5,percent
Brooke Burke,0.13033256066281607,0.10383206855144014,2356,False,7,5,percent
Cloris Leachman,0.0725487628532162,0.015232427768100139,5533,False,7,6,percent
Susan Lucci,0.15660789416602372,0.11321196750333035,5533,False,7,6,percent
Cody Linley,0.1538061056816363,0.11337153290727726,5533,False,7,6,percent
Maurice Greene,0.15883628025652735,0.11283805602588926,5533,False,7,6,percent
Warren Sapp,0.15158966893190304,0.11141794650364137,5533,False,7,6,percent
Lance Bass,0.15441153894730647,0.11269414156812518,5533,False,7,6,percent
Brooke Burke,0.15219974916342832,0.11163464791296228,5533,False,7,6,percent
Susan Lucci,0.07083468307957994,0.005505905964358885,1638,False,7,7,percent
Cody Linley,0.18504398096235034,0.11863587414794753,1638,False,7,7,percent
Maurice Greene,0.18789298381135314,0.11895031533114148,1638,False,7,7,percent
Warren Sapp,0.21245005938883801,0.11875163949629175,1638,False,7,7,percent
Lance Bass,0.1876188814964346,0.11789837977107623,1638,False,7,7,percent
Brooke Burke,0.15615941126145455,0.11367106734993405,1638,False,7,7,percent
Cody Linley,0.24619157896794927,0.12976217537894624,2988,False,7,8,percent
Maurice Greene,0.09512502565004852,0.010402666782687768,2988,False,7,8,percent
Warren Sapp,0.21101925951983724,0.12912398648032325,2988,False,7,8,percent
Lance Bass,0.23645677600915516,0.12543177305152914,2988,False,7,8,percent
Brooke Burke,0.21120735985304362,0.12910361143306803,2988,False,7,8,percent
Cody Linley,0.1301699029126262,0.017417496698799696,3296,False,7,9,percent
Warren Sapp,0.31378640776699596,0.13670261469260234,3296,False,7,9,percent
Lance Bass,0.24713592233010148,0.1376098007166482,3296,False,7,9,percent
Brooke Burke,0.30890776699029604,0.13478235327819604,3296,False,7,9,percent
Warren Sapp,0.27272727272726477,7.993605777301127e-15,1705,True,7,10,percent
Lance Bass,0.1818181818181858,3.969047313034935e-15,1705,True,7,10,percent
Brooke Burke,0.5454545454545295,1.5987211554602254e-14,1705,True,7,10,percent
Gilles Marini,0.07410937568167979,0.07612086331850024,947,False,8,2,percent
Denise Richards,0.07238359016607891,0.07327032742010019,947,False,8,2,percent
David Alan Grier,0.08741661044495323,0.07920460790139172,947,False,8,2,percent
Lawrence Taylor,0.07155233328027445,0.07271899582706363,947,False,8,2,percent
Ty Murray,0.07531429485088437,0.07498212829555254,947,False,8,2,percent
Shawn Johnson,0.0687587788035925,0.07026618532861005,947,False,8,2,percent
Steve Wozniak,0.09116635369317166,0.08382557053904448,947,False,8,2,percent
Belinda Carlisle,0.02659936524746305,0.002807681208365224,947,False,8,2,percent
Chuck Wicks,0.0786722915928328,0.0801549549196835,947,False,8,2,percent
Lil' Kim,0.07601969656596151,0.07849724277910271,947,False,8,2,percent
Steve-O,0.11999844412656703,0.0921229291255374,947,False,8,2,percent
Holly Madison,0.08119845462621551,0.07919547814855274,947,False,8,2,percent
Melissa Rycroft,0.07681041092032517,0.07677005904965262,947,False,8,2,percent
Gilles Marini,0.08022499746057553,0.080419036020333,1449,False,8,3,percent
Denise Richards,0.032123730134782195,0.0056280999141042716,1449,False,8,3,percent
David Alan Grier,0.08120232152533575,0.0813635950606099,1449,False,8,3,percent
Lawrence Taylor,0.08072175451980987,0.07943769567006333,1449,False,8,3,percent
Ty Murray,0.07954949193918553,0.07835025348658126,1449,False,8,3,percent
Shawn Johnson,0.07602125563108718,0.07593053088167351,1449,False,8,3,percent
Steve Wozniak,0.14120077520672578,0.09344280520941825,1449,False,8,3,percent
Chuck Wicks,0.08213324159076443,0.07892710442530244,1449,False,8,3,percent
Lil' Kim,0.07894090477160344,0.07805722731998671,1449,False,8,3,percent
Steve-O,0.10002540105502758,0.08687220457933933,1449,False,8,3,percent
Holly Madison,0.08772635157243874,0.08147540963643539,1449,False,8,3,percent
Melissa Rycroft,0.08012977459265254,0.07885019216723163,1449,False,8,3,percent
Gilles Marini,0.09274221116970671,0.08618979263761069,6730,False,8,4,percent
David Alan Grier,0.09316984105596621,0.08653043220221938,6730,False,8,4,percent
Lawrence Taylor,0.09490817511028153,0.08755770322977244,6730,False,8,4,percent
Ty Murray,0.0936554287824935,0.08740886560481209,6730,False,8,4,percent
Shawn Johnson,0.09141579810521623,0.08448200231702335,6730,False,8,4,percent
Steve Wozniak,0.06705279962443433,0.06716045841027764,6730,False,8,4,percent
Chuck Wicks,0.09322041305238556,0.08658135220956346,6730,False,8,4,percent
Lil' Kim,0.09258969819801904,0.08633044953806551,6730,False,8,4,percent
Steve-O,0.10641951951615565,0.09070029609161545,6730,False,8,4,percent
Holly Madison,0.08129050909480279,0.07998659849515832,6730,False,8,4,percent
Melissa Rycroft,0.09353560629053843,0.08683516383792793,6730,False,8,4,percent
Gilles Marini,0.10694494562878602,0.09301106665888331,1179,False,8,5,percent
David Alan Grier,0.04227556846201867,0.00426977144814603,1179,False,8,5,percent
Lawrence Taylor,0.1371019064516974,0.10146220997299729,1179,False,8,5,percent
Ty Murray,0.12107162194912569,0.09699659831525091,1179,False,8,5,percent
Shawn Johnson,0.10148646814174855,0.08842638064153756,1179,False,8,5,percent
Chuck Wicks,0.11971351648661505,0.09500259317887741,1179,False,8,5,percent
Lil' Kim,0.10916586149989319,0.09397719569733701,1179,False,8,5,percent
Steve-O,0.15092852653231378,0.10248045458895118,1179,False,8,5,percent
Melissa Rycroft,0.11131158484780228,0.09720616286605108,1179,False,8,5,percent
Gilles Marini,0.13117231123723913,0.10337766214676865,4522,False,8,6,percent
Lawrence Taylor,0.1327258201157195,0.10419717482115179,4522,False,8,6,percent
Ty Murray,0.15060657363436059,0.10700765702312383,4522,False,8,6,percent
Shawn Johnson,0.129087986256123,0.10250925450456327,4522,False,8,6,percent
Chuck Wicks,0.1361469686429082,0.10532929194974736,4522,False,8,6,percent
Lil' Kim,0.1295994295082978,0.10242471381211728,4522,False,8,6,percent
Steve-O,0.05765612144297762,0.011894229458501595,4522,False,8,6,percent
Melissa Rycroft,0.13300478916236047,0.10504518776447774,4522,False,8,6,percent
Gilles Marini,0.15449098142910406,0.1111702683110657,4184,False,8,7,percent
Lawrence Taylor,0.0656201331935728,0.009935786690024491,4184,False,8,7,percent
Ty Murray,0.1628427943611375,0.11174719875013721,4184,False,8,7,percent
Shawn Johnson,0.15302863503802455,0.11071575972867048,4184,False,8,7,percent
Chuck Wicks,0.15546346482380205,0.11259632341564246,4184,False,8,7,percent
Lil' Kim,0.15660801479070582,0.11329143173650544,4184,False,8,7,percent
Melissa Rycroft,0.15194597636367402,0.11074789055950826,4184,False,8,7,percent
Gilles Marini,0.18941576630652474,0.119200575285166,1700,False,8,8,percent
Ty Murray,0.18069227691076603,0.11524404725343268,1700,False,8,8,percent
Shawn Johnson,0.19349339735894533,0.12218632392163714,1700,False,8,8,percent
Chuck Wicks,0.07090036014405648,0.005552970326760594,1700,False,8,8,percent
Lil' Kim,0.15359343737495285,0.1109748554419667,1700,False,8,8,percent
Melissa Rycroft,0.2119047619047651,0.11919064751623129,1700,False,8,8,percent
Gilles Marini,0.21706979628835113,0.12714741458333073,1530,False,8,9,percent
Ty Murray,0.26911883975002115,0.12421855766544988,1530,False,8,9,percent
Shawn Johnson,0.21134487858404252,0.1246275890102619,1530,False,8,9,percent
Lil' Kim,0.08759124087591066,1.7486012637846216e-15,1530,False,8,9,percent
Melissa Rycroft,0.21487524450169943,0.12468203609022574,1530,False,8,9,percent
Gilles Marini,0.25063291139240956,0.13897365880782847,3239,False,8,10,percent
Ty Murray,0.12971904908922988,0.017155233847727807,3239,False,8,10,percent
Shawn Johnson,0.3117999382525521,0.13523698381239094,3239,False,8,10,percent
Melissa Rycroft,0.3078481012658279,0.13590230094304134,3239,False,8,10,percent
Gilles Marini,0.27272727272726466,8.104628079763643e-15,1719,True,8,11,percent
Shawn Johnson,0.5454545454545293,1.6209256159527285e-14,1719,True,8,11,percent
Melissa Rycroft,0.1818181818181858,3.969047313034935e-15,1719,True,8,11,percent
Ashley Hamiliton,0.04707602857842082,0.058777087308385725,4333,False,9,1,percent
Debi Mazar,0.0655334228453774,0.07118842742911698,4333,False,9,1,percent
Melissa Joan Hart,0.0635237502296456,0.07004006964730361,4333,False,9,1,percent
Mark Dacascos,0.06223449235684292,0.06672508468090789,4333,False,9,1,percent
Chuck Liddell,0.06487459950343248,0.07005256903968331,4333,False,9,1,percent
Natalie Coughlin,0.06273001368479102,0.0701336342945434,4333,False,9,1,percent
Louie Vito,0.06267130143918162,0.0685605180820945,4333,False,9,1,percent
Michael Irvin,0.07321051727029672,0.07456649323877233,4333,False,9,1,percent
Joanna Krupa,0.06220031805082312,0.06787477308451932,4333,False,9,1,percent
Kathy Ireland,0.0675175293532271,0.07005305858808741,4333,False,9,1,percent
Tom DeLay,0.06832723352689628,0.07149248998204688,4333,False,9,1,percent
Macy Gray,0.045220662380269686,0.05461695631391485,4333,False,9,1,percent
Aaron Carter,0.06337183469405847,0.07020022434556204,4333,False,9,1,percent
Mya,0.06395150309578855,0.0710821653783673,4333,False,9,1,percent
Donny Osmond,0.0643383435779748,0.07131945769520973,4333,False,9,1,percent
Kelly Osbourne,0.06321844941297186,0.0688834257464293,4333,False,9,1,percent
Debi Mazar,0.07479438978739866,0.07703088397644581,2083,False,9,2,percent
Melissa Joan Hart,0.07379840943719346,0.07177162704236531,2083,False,9,2,percent
Mark Dacascos,0.07142992498124345,0.07379560509022388,2083,False,9,2,percent
Chuck Liddell,0.07904579252285203,0.08024933845172667,2083,False,9,2,percent
Natalie Coughlin,0.07212865040345277,0.07322658144732644,2083,False,9,2,percent
Louie Vito,0.07911644626903154,0.07913318100983689,2083,False,9,2,percent
Michael Irvin,0.07511325719182738,0.07688164701160077,2083,False,9,2,percent
Joanna Krupa,0.07334559630299389,0.07410898252794842,2083,False,9,2,percent
Kathy Ireland,0.02415709949903869,0.0022210082793047057,2083,False,9,2,percent
Tom DeLay,0.07928205929578733,0.0773796651844577,2083,False,9,2,percent
Aaron Carter,0.07254087141461643,0.07534907229645144,2083,False,9,2,percent
Mya,0.07421724079328167,0.07762730914414766,2083,False,9,2,percent
Donny Osmond,0.07532181984283967,0.07607650136293075,2083,False,9,2,percent
Kelly Osbourne,0.0757084422584575,0.07525132726040323,2083,False,9,2,percent
Debi Mazar,0.06560344007735378,0.0707894230564531,4007,False,9,3,percent
Melissa Joan Hart,0.0778713636855132,0.07839587065516151,4007,False,9,3,percent
Mark Dacascos,0.07895216519635138,0.0775039711014234,4007,False,9,3,percent
Chuck Liddell,0.08274331522524211,0.07986659399897736,4007,False,9,3,percent
Natalie Coughlin,0.0766306706312994,0.07724348895762195,4007,False,9,3,percent
Louie Vito,0.07705749697752544,0.07809585737099416,4007,False,9,3,percent
Michael Irvin,0.10415632121985753,0.08835262452423541,4007,False,9,3,percent
Joanna Krupa,0.0756769217704047,0.0766589923001378,4007,False,9,3,percent
Tom DeLay,0.050218502999068396,0.05693952840349458,4007,False,9,3,percent
Aaron Carter,0.07831013364503439,0.07854014985113265,4007,False,9,3,percent
Mya,0.07718354614182685,0.07749103463973236,4007,False,9,3,percent
Donny Osmond,0.07780430501703829,0.0777242311760858,4007,False,9,3,percent
Kelly Osbourne,0.0777918174134804,0.0776704957103396,4007,False,9,3,percent
Melissa Joan Hart,0.08923411266206538,0.0832337117140704,2216,False,9,4,percent
Mark Dacascos,0.09257786491404335,0.08629386678689299,2216,False,9,4,percent
Chuck Liddell,0.035499132372520455,0.00593114203874205,2216,False,9,4,percent
Natalie Coughlin,0.09302297223639511,0.0881231525863634,2216,False,9,4,percent
Louie Vito,0.11235610358260736,0.09054670448308337,2216,False,9,4,percent
Michael Irvin,0.11358392896964989,0.09171594485697449,2216,False,9,4,percent
Joanna Krupa,0.08932930220169993,0.0835330695439259,2216,False,9,4,percent
Aaron Carter,0.1034358927937864,0.09038414376529173,2216,False,9,4,percent
Mya,0.08952789136528559,0.08502156643559615,2216,False,9,4,percent
Donny Osmond,0.08921329365639821,0.08360754107046833,2216,False,9,4,percent
Kelly Osbourne,0.09221950524554842,0.08695958345993246,2216,False,9,4,percent
Melissa Joan Hart,0.11001810625137216,0.09471191987439152,1856,False,9,5,percent
Mark Dacascos,0.09976008705950475,0.08845796127746186,1856,False,9,5,percent
Natalie Coughlin,0.03689604950268399,0.003313861860271626,1856,False,9,5,percent
Louie Vito,0.11542487059037888,0.0942226625931447,1856,False,9,5,percent
Michael Irvin,0.11619754705698276,0.09251750140227631,1856,False,9,5,percent
Joanna Krupa,0.10509385409415553,0.09029669262922847,1856,False,9,5,percent
Aaron Carter,0.10636897100663839,0.0932389156960268,1856,False,9,5,percent
Mya,0.10183372148433267,0.09191754228756849,1856,False,9,5,percent
Donny Osmond,0.10152056304864714,0.08958323728851068,1856,False,9,5,percent
Kelly Osbourne,0.106886229905302,0.0915575083708303,1856,False,9,5,percent
Melissa Joan Hart,0.08677371764732783,0.08180245597884339,4434,False,9,6,percent
Mark Dacascos,0.11093007127557798,0.09557793286878426,4434,False,9,6,percent
Louie Vito,0.08832664462426493,0.08265221379477224,4434,False,9,6,percent
Michael Irvin,0.13999177348576072,0.09983109313478442,4434,False,9,6,percent
Joanna Krupa,0.10878388240981884,0.0937953122940154,4434,False,9,6,percent
Aaron Carter,0.1120933429075237,0.09738407374873657,4434,False,9,6,percent
Mya,0.1110554114133432,0.09382043367431978,4434,False,9,6,percent
Donny Osmond,0.11117021690550637,0.09590901340840219,4434,False,9,6,percent
Kelly Osbourne,0.13087493933088373,0.10018591722280157,4434,False,9,6,percent
Mark Dacascos,0.10667265938214325,0.08849282799905156,5927,False,9,7,percent
Michael Irvin,0.12684787659096813,0.10289810019859667,5927,False,9,7,percent
Joanna Krupa,0.14866969617955722,0.1102970598648553,5927,False,9,7,percent
Aaron Carter,0.1552446408344755,0.11257308057220133,5927,False,9,7,percent
Mya,0.16262491473008223,0.11181348822654087,5927,False,9,7,percent
Donny Osmond,0.1498629716339185,0.10874732861355584,5927,False,9,7,percent
Kelly Osbourne,0.15007724064889988,0.1103863102215848,5927,False,9,7,percent
Joanna Krupa,0.23194908271439474,0.12577892707363314,2507,False,9,8,percent
Aaron Carter,0.0917052690423058,0.008553536126613378,2507,False,9,8,percent
Mya,0.20286846464935396,0.12841745172304234,2507,False,9,8,percent
Donny Osmond,0.2379177718446844,0.12829564830101364,2507,False,9,8,percent
Kelly Osbourne,0.23555941174930148,0.12816237649868206,2507,False,9,8,percent
Joanna Krupa,0.12000000000000333,3.3029134982598407e-15,2500,False,9,9,percent
Mya,0.2910080000000051,0.13422527308968557,2500,False,9,9,percent
Donny Osmond,0.2949120000000045,0.1367615159904308,2500,False,9,9,percent
Kelly Osbourne,0.29408000000000556,0.13688708339357683,2500,False,9,9,percent
Mya,0.27272727272726505,7.716050021144838e-15,1665,True,9,10,percent
Donny Osmond,0.5454545454545301,1.5432100042289676e-14,1665,True,9,10,percent
Kelly Osbourne,0.18181818181818576,3.941291737419306e-15,1665,True,9,10,percent
Aiden Turner,0.08228419233481722,0.07187888011048428,163,False,10,2,percent
Shannen Doherty,0.03249113056438042,0.002814028595507467,163,False,10,2,percent
Niecy Nash,0.07880193710569967,0.07691373833114794,163,False,10,2,percent
Buzz Aldrin,0.17657375547027004,0.09712082989186535,163,False,10,2,percent
Chad Ochocinco,0.11589874687914367,0.08751731942246266,163,False,10,2,percent
Evan Lysacek,0.07446962024546475,0.0785580075782003,163,False,10,2,percent
Pamela Anderson,0.07712321379141636,0.08181762469132386,163,False,10,2,percent
Nicole Scherzinger,0.07680272758459897,0.07490065534711011,163,False,10,2,percent
Erin Andrews,0.06693471322933792,0.06263690207500244,163,False,10,2,percent
Kate Gosselin,0.1367896399041018,0.09364385451757992,163,False,10,2,percent
Jake Pavelka,0.08183032289076954,0.07460560305755985,163,False,10,2,percent
Aiden Turner,0.10574453380847931,0.09219058492907363,4950,False,10,3,percent
Niecy Nash,0.10390191031025342,0.0907499179382401,4950,False,10,3,percent
Buzz Aldrin,0.045252716844640536,0.010341420992441867,4950,False,10,3,percent
Chad Ochocinco,0.10249433776868824,0.08996139404020076,4950,False,10,3,percent
Evan Lysacek,0.10233745119532711,0.09053110096325065,4950,False,10,3,percent
Pamela Anderson,0.10457954425709215,0.09400504100823155,4950,False,10,3,percent
Nicole Scherzinger,0.10591494131122656,0.09369542556312872,4950,False,10,3,percent
Erin Andrews,0.10356235433866932,0.09193072976023581,4950,False,10,3,percent
Kate Gosselin,0.12121901852832466,0.09714618183941942,4950,False,10,3,percent
Jake Pavelka,0.1049931916372751,0.09172657432960192,4950,False,10,3,percent
Aiden Turner,0.045158718301,0.006141910041627216,3071,False,10,4,percent
Niecy Nash,0.12242212281928111,0.09764922748805985,3071,False,10,4,percent
Chad Ochocinco,0.11723566251905569,0.09808487926052445,3071,False,10,4,percent
Evan Lysacek,0.11288786602244243,0.09376140833769715,3071,False,10,4,percent
Pamela Anderson,0.11367482417681377,0.09517428730110951,3071,False,10,4,percent
Nicole Scherzinger,0.11632779901703681,0.09662495149551865,3071,False,10,4,percent
Erin Andrews,0.11752639260510694,0.09804939902853063,3071,False,10,4,percent
Kate Gosselin,0.13324586917767586,0.10066986812636494,3071,False,10,4,percent
Jake Pavelka,0.12152074536160012,0.09983527706512264,3071,False,10,4,percent
Niecy Nash,0.14025922483815664,0.10501765629803989,4386,False,10,5,percent
Chad Ochocinco,0.1438923153529327,0.10887569677239803,4386,False,10,5,percent
Evan Lysacek,0.13035583494569752,0.10206242671594036,4386,False,10,5,percent
Pamela Anderson,0.13119881900340213,0.10283801824163005,4386,False,10,5,percent
Nicole Scherzinger,0.13236058106278734,0.10423732704179198,4386,False,10,5,percent
Erin Andrews,0.1339280061055158,0.10424227810546537,4386,False,10,5,percent
Kate Gosselin,0.05721296148159334,0.01023600973502248,4386,False,10,5,percent
Jake Pavelka,0.13079225720990398,0.10318738787749314,4386,False,10,5,percent
Niecy Nash,0.17496089500189563,0.11374162884205981,3193,False,10,6,percent
Chad Ochocinco,0.15257837032742338,0.11019025205967448,3193,False,10,6,percent
Evan Lysacek,0.1630472075479619,0.11235289132208806,3193,False,10,6,percent
Pamela Anderson,0.14633048590853992,0.10702443487110565,3193,False,10,6,percent
Nicole Scherzinger,0.14985662219668414,0.11074395608279085,3193,False,10,6,percent
Erin Andrews,0.15061930985969374,0.11145939611831247,3193,False,10,6,percent
Jake Pavelka,0.06260710915780182,0.00879203906482822,3193,False,10,6,percent
Niecy Nash,0.18619461836256934,0.11840972297641178,1708,False,10,7,percent
Chad Ochocinco,0.18232726345807843,0.11584606195938496,1708,False,10,7,percent
Evan Lysacek,0.18890296165304746,0.12009501514392776,1708,False,10,7,percent
Pamela Anderson,0.06802721088435268,1.0685896612017132e-15,1708,False,10,7,percent
Nicole Scherzinger,0.1843585209259365,0.11811352230530225,1708,False,10,7,percent
Erin Andrews,0.19018942471602412,0.11942663495168454,1708,False,10,7,percent
Niecy Nash,0.10129179389753468,0.017201549775526466,3796,False,10,8,percent
Chad Ochocinco,0.25093644481706523,0.1279325393537623,3796,False,10,8,percent
Evan Lysacek,0.2184262342996527,0.12954211202940902,3796,False,10,8,percent
Nicole Scherzinger,0.20995015883027499,0.1310870883463155,3796,False,10,8,percent
Erin Andrews,0.21939536815549826,0.130187197989749,3796,False,10,8,percent
Chad Ochocinco,0.12000000000000334,3.316791286067655e-15,2530,False,10,9,percent
Evan Lysacek,0.29467193675889886,0.13734837519598422,2530,False,10,9,percent
Nicole Scherzinger,0.29071936758893796,0.13446026015762208,2530,False,10,9,percent
Erin Andrews,0.29460869565217856,0.13605983136454,2530,False,10,9,percent
Evan Lysacek,0.2727272727272649,7.882583474838611e-15,1690,True,10,10,percent
Nicole Scherzinger,0.5454545454545298,1.5765166949677223e-14,1690,True,10,10,percent
Erin Andrews,0.18181818181818576,3.941291737419306e-15,1690,True,10,10,percent
David Hasselhoff,0.030699457070495394,0.004153689286881729,2396,False,11,1,percent
Florence Henderson,0.08437675437369846,0.08174168579472582,2396,False,11,1,percent
Kyle Massey,0.08498258248427425,0.08127584299846147,2396,False,11,1,percent
Jennifer Grey,0.08433697393339401,0.082424864410906,2396,False,11,1,percent
Rick Fox,0.08390312502601759,0.08117889304903117,2396,False,11,1,percent
Kurt Warner,0.08363214837142526,0.0802975085912455,2396,False,11,1,percent
Margaret Cho,0.09821261857884983,0.08724778480579093,2396,False,11,1,percent
Michael Bolton,0.09366606698263365,0.08562974382266049,2396,False,11,1,percent
Brandy,0.08582504574968902,0.08246106770789823,2396,False,11,1,percent
The Situation,0.09698787202620153,0.08464558243800697,2396,False,11,1,percent
Audrina Patridge,0.0869662189294569,0.08387729485651726,2396,False,11,1,percent
Bristol Palin,0.08641113647385675,0.08233212597473163,2396,False,11,1,percent
Florence Henderson,0.09594105355238051,0.08742571852794177,5763,False,11,2,percent
Kyle Massey,0.09511798308307277,0.08790606727946373,5763,False,11,2,percent
Jennifer Grey,0.09509386127349356,0.08787727759273686,5763,False,11,2,percent
Rick Fox,0.09387706864597956,0.08574059500527528,5763,False,11,2,percent
Kurt Warner,0.0946854259929706,0.08689084574671509,5763,False,11,2,percent
Margaret Cho,0.09932213859573437,0.09015569996750412,5763,False,11,2,percent
Michael Bolton,0.042103251572462884,0.010290713348719564,5763,False,11,2,percent
Brandy,0.09565169755301976,0.08775264073660739,5763,False,11,2,percent
The Situation,0.09713452034650151,0.08854639645351707,5763,False,11,2,percent
Audrina Patridge,0.0957430917874569,0.08840880897791589,5763,False,11,2,percent
Bristol Palin,0.09532990759692808,0.0877947409828625,5763,False,11,2,percent
Florence Henderson,0.10866670430542376,0.0922938783877134,3278,False,11,3,percent
Kyle Massey,0.1041439776733263,0.09117856495970159,3278,False,11,3,percent
Jennifer Grey,0.10517320207491371,0.09218819745175101,3278,False,11,3,percent
Rick Fox,0.10221472955601528,0.08989220861060185,3278,False,11,3,percent
Kurt Warner,0.1027796002449755,0.08910509716495126,3278,False,11,3,percent
Margaret Cho,0.03976620214211983,0.005726758143919313,3278,False,11,3,percent
Brandy,0.10388685756240092,0.09196902928166666,3278,False,11,3,percent
The Situation,0.11078086728791432,0.09355273347929188,3278,False,11,3,percent
Audrina Patridge,0.1043160385995097,0.09284116224099148,3278,False,11,3,percent
Bristol Palin,0.1182718205533898,0.09587873048120171,3278,False,11,3,percent
Florence Henderson,0.1203854744733724,0.09667796490900876,3872,False,11,4,percent
Kyle Massey,0.11786666235803368,0.09818402777587323,3872,False,11,4,percent
Jennifer Grey,0.11738665055662659,0.09889690403193493,3872,False,11,4,percent
Rick Fox,0.11522529326728657,0.09603989581229738,3872,False,11,4,percent
Kurt Warner,0.12097032809766775,0.09844361653084302,3872,False,11,4,percent
Brandy,0.1172548556182475,0.09707647546048051,3872,False,11,4,percent
The Situation,0.04753555057969462,0.007994702846135392,3872,False,11,4,percent
Audrina Patridge,0.11685697111901336,0.09844197566194807,3872,False,11,4,percent
Bristol Palin,0.1265182139300674,0.09894623548473504,3872,False,11,4,percent
Florence Henderson,0.05141600254618947,0.005950234556634755,2085,False,11,5,percent
Kyle Massey,0.13936057461520937,0.10155538996192129,2085,False,11,5,percent
Jennifer Grey,0.12270635528371014,0.09893553026146322,2085,False,11,5,percent
Rick Fox,0.1268859288390576,0.10351000899992703,2085,False,11,5,percent
Kurt Warner,0.12747667831569165,0.10349483715121119,2085,False,11,5,percent
Brandy,0.126198121660359,0.10149020646982852,2085,False,11,5,percent
Audrina Patridge,0.13341421475172038,0.1037439342236538,2085,False,11,5,percent
Bristol Palin,0.17254212398806276,0.10575784225928214,2085,False,11,5,percent
Kyle Massey,0.14105154105154102,0.09845351335701319,195,False,11,6,percent
Jennifer Grey,0.17052106143015228,0.10809076191277728,195,False,11,6,percent
Rick Fox,0.1586871041416497,0.10503191358125631,195,False,11,6,percent
Kurt Warner,0.24689788326151932,0.11143670574904949,195,False,11,6,percent
Brandy,0.06126533399260661,0.004311845030165377,195,False,11,6,percent
Audrina Patridge,0.05811023992842176,0.004311845030165383,195,False,11,6,percent
Bristol Palin,0.16346683619410882,0.1050902974779542,195,False,11,6,percent
Kyle Massey,0.1838769000423157,0.11703566086100324,1672,False,11,7,percent
Jennifer Grey,0.1874857598541827,0.1192306704003062,1672,False,11,7,percent
Rick Fox,0.06802721088435269,1.0547118733938987e-15,1672,False,11,7,percent
Kurt Warner,0.1870585554796104,0.11776690433265512,1672,False,11,7,percent
Brandy,0.1834537642808337,0.11675600387564508,1672,False,11,7,percent
Bristol Palin,0.19009780945871327,0.12113749418462873,1672,False,11,7,percent
Kyle Massey,0.22066772855721678,0.131033305986313,3469,False,11,8,percent
Jennifer Grey,0.22010381838726445,0.1300229899309339,3469,False,11,8,percent
Kurt Warner,0.09734394101668126,0.010883364221112761,3469,False,11,8,percent
Brandy,0.21559464117007734,0.1280331099979085,3469,False,11,8,percent
Bristol Palin,0.24628987086878784,0.1280105519788042,3469,False,11,8,percent
Kyle Massey,0.2928074245939729,0.13676832763368582,2586,False,11,9,percent
Jennifer Grey,0.2935808197989223,0.13602215598020376,2586,False,11,9,percent
Brandy,0.12000000000000335,3.3306690738754696e-15,2586,False,11,9,percent
Bristol Palin,0.2936117556071197,0.13512456829508485,2586,False,11,9,percent
Kyle Massey,0.2727272727272657,7.049916206369744e-15,1587,True,11,10,percent
Jennifer Grey,0.5454545454545314,1.4099832412739488e-14,1587,True,11,10,percent
Bristol Palin,0.1818181818181857,3.885780586188048e-15,1587,True,11,10,percent
Ralph Macchio,0.09183672767707511,0.08515164476283306,2241,False,12,2,percent
Chelsea Kane,0.09798910747469733,0.08895232253165922,2241,False,12,2,percent
Kirstie Alley,0.08952419868763858,0.08259774305717153,2241,False,12,2,percent
Hines Ward,0.09825357956989263,0.09102477401001512,2241,False,12,2,percent
Sugar Ray Leonard,0.1051849137513342,0.088234490829702,2241,False,12,2,percent
Chris Jericho,0.09091408179895798,0.08448186229471406,2241,False,12,2,percent
Petra Nemcova,0.10385297952837054,0.09266961048942246,2241,False,12,2,percent
Mike Catherwood,0.033558072779357635,0.0038648066654916754,2241,False,12,2,percent
Romeo,0.09009846358898532,0.08143692350468344,2241,False,12,2,percent
Wendy Williams,0.1058498520581567,0.09070209926421605,2241,False,12,2,percent
Kendra Wilkinson,0.0929380230855342,0.08534439414349769,2241,False,12,2,percent
Ralph Macchio,0.10914583604670405,0.09498230910742532,5170,False,12,3,percent
Chelsea Kane,0.1045160911609245,0.09146277222196335,5170,False,12,3,percent
Kirstie Alley,0.10523962801662323,0.09069521681408335,5170,False,12,3,percent
Hines Ward,0.10405830538286526,0.0919985385495937,5170,False,12,3,percent
